Time,volts,current,watts,amp_hour,watt_hour
1518680519.757469,3.859,24.999,96.465,16.69513407007239,0
1518680525.5173645,3.86,24.999,96.5,16.735131744845326,0
1518680531.2778187,3.862,24.999,96.536,16.775133298732058,0
1518680537.0365384,3.863,24.999,96.571,16.815122807995294,0
1518680542.795974,3.863,24.999,96.571,16.855117289080436,0
1518680548.5541832,3.864,24.999,96.607,16.895103253664786,0
1518680554.3130956,3.866,24.999,96.642,16.93509410066765,0
1518680560.0713146,3.867,24.999,96.678,16.975080133132355,0
1518680565.8270013,3.869,24.999,96.713,17.015048581274566,0
1518680571.5864208,3.87,24.999,96.713,17.05504294977766,0
1518680577.3408866,3.87,24.999,96.749,17.095002919498302,0
1518680583.0975585,3.872,24.999,96.784,17.134978208655536,0
1518680588.8550544,3.873,24.999,96.82,17.174959219629784,0
1518680594.6144216,3.874,24.999,96.855,17.21495322555246,0
1518680600.3726811,3.876,24.999,96.89,17.254939539472282,0
1518680606.1331148,3.876,24.999,96.89,17.294940950975835,0
1518680611.8931084,3.877,24.999,96.926,17.334939306207914,0
1518680617.6518803,3.879,24.999,96.961,17.37492917805157,0
1518680623.4109015,3.88,24.999,96.997,17.41492078167202,0
1518680629.1702015,3.881,24.999,97.032,17.45491432071032,0
1518680634.9294448,3.883,24.999,97.067,17.494907465711453,0
1518680640.689668,3.884,24.999,97.103,17.534907415304005,0
1518680646.4481335,3.884,24.999,97.103,17.574895159678082,0
1518680652.2084522,3.886,24.999,97.138,17.61489577317359,0
1518680657.967849,3.887,24.999,97.174,17.65488998439294,0
1518680663.7270472,3.889,24.999,97.209,17.694882816482206,0
1518680669.4831665,3.89,24.999,97.245,17.734854267916102,0
1518680675.2412522,3.891,24.999,97.28,17.77483937489015,0
1518680680.9991088,3.893,24.999,97.316,17.81482289081496,0
1518680686.7582498,3.894,24.999,97.351,17.85481532555582,0
1518680692.517395,3.896,24.999,97.387,17.89480779009781,0
1518680698.2755167,3.896,24.999,97.387,17.934793147070227,0
1518680704.0327232,3.897,24.999,97.422,17.974772148123797,0
1518680709.7867491,3.899,24.999,97.458,18.014729063228582,0
1518680715.5458152,3.9,24.999,97.493,18.054720978105284,0
1518680721.3047903,3.901,24.999,97.529,18.094712260535772,0
1518680727.0643842,3.903,24.999,97.564,18.1347078409515,0
1518680732.8223946,3.904,24.999,97.6,18.174692424750145,0
1518680738.582954,3.906,24.999,97.635,18.21469470876457,0
1518680744.3416183,3.907,24.999,97.671,18.25468383392435,0
1518680750.1018074,3.908,24.999,97.706,18.294683546763476,0
1518680755.8622115,3.91,24.999,97.741,18.334684752970354,0
1518680761.6210177,3.911,24.999,97.777,18.374674863223053,0
1518680767.379706,3.913,24.999,97.812,18.414664153944667,0
1518680773.140618,3.913,24.999,97.848,18.45466888827425,0
1518680778.900071,3.914,24.999,97.883,18.494663488563912,0
1518680784.660076,3.916,24.999,97.919,18.534661923265674,0
1518680790.4197252,3.917,24.999,97.954,18.574657887784856,0
1518680796.178087,3.918,24.999,97.954,18.61464491196495,0
1518680801.9384103,3.92,24.999,97.99,18.65464555691721,0
1518680807.6985834,3.921,24.999,98.025,18.694645158829907,0
1518680813.45809,3.923,24.999,98.061,18.734640133289318,0
1518680819.21566,3.924,24.999,98.096,18.77462165916087,0
1518680824.9740667,3.925,24.999,98.132,18.814608994597215,0
1518680830.7341318,3.927,24.999,98.167,18.8546078465148,0
1518680836.4937623,3.928,24.999,98.202,18.89460368024013,0
1518680842.2528257,3.93,24.999,98.238,18.93459557690503,0
1518680848.0113807,3.931,24.999,98.273,18.974583942135986,0
1518680853.772961,3.933,24.999,98.309,19.014593315508183,0
1518680859.5332165,3.934,24.999,98.344,19.05459349026483,0
1518680865.2921076,3.935,24.999,98.38,19.094584189917658,0
1518680871.0508058,3.937,24.999,98.415,19.134573550175244,0
1518680876.8095765,3.938,24.999,98.451,19.174563413740806,0
1518680882.5692878,3.94,24.999,98.486,19.21455980872076,0
1518680888.3265212,3.941,24.999,98.522,19.254538996859207,0
1518680894.0862954,3.942,24.999,98.557,19.294535828922406,0
1518680899.8452368,3.944,24.999,98.592,19.334526877910708,0
1518680905.6031327,3.945,24.999,98.628,19.374510667012547,0
1518680911.3588376,3.947,24.999,98.663,19.414479240981752,0
1518680917.1188717,3.948,24.999,98.699,19.45447787766895,0
1518680922.879041,3.95,24.999,98.734,19.494477453091754,0
1518680928.641082,3.951,24.999,98.77,19.534490026774222,0
1518680934.3977642,3.952,24.999,98.805,19.57446538712304,0
1518680940.1592052,3.954,24.999,98.841,19.61447379361412,0
1518680945.9206686,3.955,24.999,98.876,19.654482355733325,0
1518680951.6817217,3.957,24.999,98.912,19.69448806853335,0
1518680957.4412193,3.958,24.999,98.947,19.73448298007926,0
1518680963.2009811,3.96,24.999,98.983,19.774479726050306,0
1518680968.9608412,3.961,24.999,99.054,19.81447715413611,0
1518680974.7199013,3.962,24.999,99.089,19.85446902762235,0
1518680980.48006,3.964,24.999,99.125,19.894468530197948,0
1518680986.2384624,3.967,24.999,99.16,19.934455835833162,0
1518680991.9967253,3.968,24.999,99.196,19.974442172931642,0
1518680997.7562423,3.969,24.999,99.231,20.01443721858264,0
1518681003.5164752,3.971,24.999,99.266,20.05443723605554,0
1518681009.2710795,3.972,24.999,99.302,20.094398167690443,0
1518681015.0318513,3.974,24.999,99.337,20.134401926860818,0
1518681020.7932813,3.975,24.999,99.373,20.174410257193454,0
1518681026.547263,3.977,24.999,99.408,20.214366864353227,0
1518681032.3066304,3.978,24.999,99.443,20.25436087193152,0
1518681038.0676916,3.979,24.999,99.479,20.29436664102257,0
1518681043.8278584,3.981,24.999,99.514,20.33436619988919,0
1518681049.589092,3.982,24.999,99.55,20.374373165992306,0
1518681055.3488724,3.984,24.999,99.585,20.41437004110158,0
1518681061.1103354,3.985,24.999,99.621,20.45437859990955,0
1518681066.8700497,3.986,24.999,99.656,20.49437501641254,0
1518681072.63045,3.988,24.999,99.692,20.534376196129525,0
1518681078.3904805,3.989,24.999,99.763,20.574374807982448,0
1518681084.1479998,3.991,24.999,99.763,20.614355981207293,0
1518681089.9080591,3.992,24.999,99.834,20.654354793390038,0
1518681095.664656,3.995,24.999,99.869,20.69432956102749,0
1518681101.4269946,3.996,24.999,99.905,20.734344200921658,0
1518681107.1862519,3.998,24.999,99.94,20.774337443604274,0
1518681112.9460237,3.999,24.999,99.976,20.814334259111288,0
1518681118.7062573,4.001,24.999,100.011,20.854334281551047,0
1518681124.4658196,4.002,24.999,100.047,20.89432964176953,0
1518681130.2200837,4.003,24.999,100.082,20.93428821083705,0
1518681135.9753954,4.005,24.999,100.118,20.974254054691595,0
1518681141.7315986,4.006,24.999,100.153,21.01422608890315,0
1518681147.4879556,4.008,24.999,100.188,21.05419919098854,0
1518681153.24555,4.009,24.999,100.224,21.094180885733167,0
1518681159.0052247,4.011,24.999,100.259,21.134177027403513,0
1518681164.7647657,4.012,24.999,100.295,21.174172240271965,0
1518681170.5259876,4.013,24.999,100.33,21.214179125249782,0
1518681176.283456,4.015,24.999,100.366,21.25415994582792,0
1518681182.0396965,4.016,24.999,100.436,21.29413223831594,0
1518681187.796796,4.018,24.999,100.472,21.33411049765249,0
1518681193.5526145,4.021,24.999,100.507,21.374079859696028,0
1518681199.3132985,4.022,24.999,100.543,21.414083009598848,0
1518681205.0741441,4.023,24.999,100.578,21.45408728201091,0
1518681210.832704,4.025,24.999,100.614,21.494075682009854,0
1518681216.591541,4.026,24.999,100.649,21.534066005837317,0
1518681222.3494887,4.028,24.999,100.685,21.57405015420834,0
1518681228.1082444,4.029,24.999,100.72,21.61403991346995,0
1518681233.8623407,4.03,24.999,100.756,21.65399731698215,0
1518681239.621845,4.032,24.999,100.791,21.693992274885375,0
1518681245.3822253,4.033,24.999,100.827,21.733993315530416,0
