Time,volts,current,watts,amp_hour,watt_hour
1518594688.3754132,3.459,30.001,103.773,0,0
1518594692.631165,3.459,30.001,103.773,0,0
1518594696.887004,3.458,30.001,103.743,0,0
1518594701.142067,3.457,30.001,103.713,0,0
1518594705.396541,3.457,30.001,103.713,0,0
1518594709.651403,3.456,30.001,103.683,0,0
1518594713.9063296,3.456,30.001,103.683,0,0
1518594718.161555,3.455,30.001,103.653,0,0
1518594722.41451,3.455,30.001,103.653,0,0
1518594726.6689775,3.454,30.001,103.623,0,0
1518594730.9251308,3.454,30.001,103.623,0,0
1518594735.179697,3.453,30.001,103.593,0,0
1518594739.4316945,3.452,30.001,103.563,0,0
1518594743.6882923,3.452,30.001,103.563,0,0
1518594747.9397423,3.451,30.001,103.533,0,0
1518594752.1956525,3.451,30.001,103.533,0,0
1518594756.4477706,3.45,30.002,103.506,0,0
1518594760.7002852,3.45,30.001,103.503,0,0
1518594764.9559145,3.449,30.001,103.473,0,0
1518594769.212579,3.449,30.001,103.473,0,0
1518594773.4692771,3.448,30.001,103.443,0,0
1518594777.7255142,3.448,30.001,103.443,0,0
1518594781.9769423,3.447,30.001,103.413,0,0
1518594786.2322593,3.447,30.001,103.413,0,0
1518594790.4878857,3.446,30.001,103.383,0,0
1518594794.7392583,3.446,30.001,103.383,0,0
1518594798.990162,3.445,30.001,103.353,0,0
1518594803.2462707,3.445,30.001,103.353,0,0
1518594807.4998217,3.444,30.001,103.323,0,0
1518594811.7507992,3.443,30.001,103.293,0,0
1518594816.006788,3.443,30.001,103.293,0,0
1518594820.2624812,3.442,30.001,103.263,0,0
1518594824.5180504,3.442,30.001,103.263,0,0
1518594828.774484,3.441,30.001,103.233,0,0
1518594833.0269978,3.441,30.001,103.233,0,0
1518594837.2821262,3.44,30.001,103.203,0,0
1518594841.5379596,3.44,30.001,103.203,0,0
1518594845.7941132,3.439,30.001,103.173,0,0
1518594850.0461783,3.439,30.001,103.173,0,0
1518594854.3018968,3.438,30.001,103.143,0,0
1518594858.558263,3.438,30.001,103.143,0,0
1518594862.8140292,3.437,30.001,103.113,0,0
1518594867.0707164,3.437,30.002,103.116,0,0
1518594871.327359,3.436,30.001,103.083,0,0
1518594875.5830956,3.435,30.001,103.053,0,0
1518594879.839181,3.435,30.001,103.053,0,0
1518594884.0955203,3.434,30.001,103.023,0,0
1518594888.3512008,3.434,30.001,103.023,0,0
1518594892.6068926,3.433,30.001,102.993,0,0
1518594896.8625464,3.433,30.001,102.993,0,0
1518594901.1182337,3.432,30.001,102.963,0,0
1518594905.3729835,3.432,30.001,102.963,0,0
1518594909.6283991,3.431,30.001,102.933,0,0
1518594913.8834772,3.431,30.001,102.933,0,0
1518594918.1390438,3.43,30.001,102.903,0,0
1518594922.3956988,3.43,30.001,102.903,0,0
1518594926.6516635,3.429,30.001,102.873,0,0
1518594930.9074466,3.428,30.001,102.843,0,0
1518594935.1625626,3.428,30.001,102.843,0,0
1518594939.4181437,3.427,30.001,102.813,0,0
1518594943.6733134,3.427,30.001,102.813,0,0
1518594947.929092,3.426,30.001,102.783,0,0
1518594952.1848402,3.426,30.001,102.783,0,0
1518594956.4415867,3.425,30.001,102.753,0,0
1518594960.6966689,3.425,30.001,102.753,0,0
1518594964.9525125,3.424,30.001,102.723,0,0
1518594969.2076283,3.423,30.001,102.693,0,0
1518594973.460875,3.423,30.001,102.693,0,0
1518594977.7188613,3.422,30.001,102.663,0,0
1518594981.9749374,3.422,30.001,102.663,0,0
1518594986.2296307,3.421,30.001,102.633,0,0
1518594990.4825814,3.421,30.001,102.633,0,0
1518594994.7374816,3.42,30.001,102.603,0,0
1518594998.9903517,3.42,30.001,102.603,0,0
1518595003.2455382,3.419,30.001,102.573,0,0
1518595007.501101,3.418,30.001,102.543,0,0
1518595011.7557614,3.418,30.001,102.543,0,0
1518595016.0126574,3.417,30.001,102.513,0,0
1518595020.2685027,3.417,30.002,102.516,0,0
1518595024.5237167,3.416,30.001,102.483,0,0
1518595028.7792473,3.416,30.001,102.483,0,0
1518595033.0327084,3.415,30.001,102.453,0,0
1518595037.2892444,3.415,30.001,102.453,0,0
1518595041.5438578,3.414,30.001,102.423,0,0
1518595045.79986,3.413,30.001,102.393,0,0
1518595050.0560443,3.413,30.001,102.393,0,0
1518595054.3125205,3.412,30.001,102.363,0,0
1518595058.5681367,3.412,30.001,102.363,0,0
1518595062.8243115,3.411,30.001,102.333,0,0
